Week,SearchTrends,Quarterly Revenue (Billions),Closing Price,SMP Close,article_count,comp_sentiment,pos_ratio,neg_ratio
2022-12-16,55,5.9,266.12,3821.6201171875,,,,
2022-12-23,63,5.9,267.57,3829.25,,,,
2022-12-30,89,5.9,263.53,3824.139892578125,,,,
2023-01-06,62,5.9,269.47,3919.25,,,,
2023-01-13,51,5.9,268.89,3990.969970703125,2.0,-0.5932,0.0335,0.1935
2023-01-20,52,5.9,268.58,4016.949951171875,,,,
2023-01-27,54,5.9,272.46,4076.60009765625,2.0,0.5267,0.108,0.0
2023-02-03,54,5.9,264.23,4164.0,,,,
2023-02-10,52,5.9,262.42,4136.1298828125,1.0,0.6808,0.207,0.06
2023-02-17,59,5.9,269.99,3997.340087890625,,,,
2023-02-24,62,5.9,263.68,3970.14990234375,,,,
2023-03-03,59,5.9,269.07,3986.3701171875,,,,
2023-03-10,59,5.9,262.03,3919.2900390625,,,,
2023-03-17,63,5.9,267.2,4002.8701171875,,,,
2023-03-24,60,5.9,271.33,3971.27001953125,,,,
2023-03-31,64,5.9,279.61,4100.60009765625,,,,
2023-04-14,62,5.9,288.98,4154.8701171875,1.0,0.4404,0.097,0.0
2023-04-21,62,5.9,292.06,4071.6298828125,,,,
2023-04-28,57,5.9,295.75,4119.580078125,,,,
2023-05-05,58,5.9,296.6,4119.169921875,,,,
2023-05-12,58,5.9,296.14,4109.89990234375,,,,
2023-05-19,58,5.9,295.55,4145.580078125,1.0,-0.2023,0.0,0.053
2023-05-26,60,5.9,286.04,4205.52001953125,,,,
2023-06-02,65,5.9,289.91,4283.85009765625,,,,
2023-06-09,61,5.9,286.79,4369.009765625,,,,
2023-06-16,71,5.9,293.7,4388.7099609375,1.0,0.4019,0.065,0.0
2023-06-23,63,5.9,289.91,4378.41015625,,,,
2023-06-30,82,5.9,298.41,4455.58984375,1.0,-0.6908,0.0,0.199
2023-07-07,79,6.5,292.1,4439.259765625,,,,
2023-07-14,72,6.5,294.94,4554.97998046875,,,,
2023-07-21,69,6.5,295.61,4567.4599609375,1.0,0.7717,0.165,0.0
2023-07-28,65,6.5,294.03,4576.72998046875,,,,
2023-08-04,62,6.5,287.02,4499.3798828125,,,,
2023-08-11,62,6.5,288.62,4437.85986328125,,,,
2023-08-18,62,6.5,281.74,4387.5498046875,,,,
2023-08-25,57,6.5,284.58,4497.6298828125,,,,
2023-09-01,58,6.5,280.94,4496.830078125,,,,
2023-09-08,56,6.5,279.22,4461.89990234375,,,,
2023-09-15,57,6.5,278.23,4443.9501953125,,,,
2023-09-22,67,6.5,272.22,4273.52978515625,,,,
2023-09-29,60,6.5,263.44,4229.4501953125,,,,
2023-10-06,57,6.7,248.22,4358.240234375,1.0,0.0,0.0,0.0
2023-10-13,62,6.7,248.31,4373.2001953125,,,,
2023-10-20,70,6.7,258.11,4247.68017578125,,,,
2023-10-27,63,6.7,255.76,4193.7998046875,,,,
2023-11-03,57,6.7,267.87,4378.3798828125,,,,
2023-11-10,57,6.7,267.79,4495.7001953125,,,,
2023-11-17,58,6.7,275.75,4538.18994140625,1.0,0.1779,0.061,0.0
2023-11-24,73,6.7,282.54,4554.89013671875,1.0,-0.4767,0.0,0.14
2023-12-01,55,6.7,285.96,4567.18017578125,,,,
2023-12-08,59,6.7,285.53,4643.7001953125,,,,
2023-12-15,61,6.7,287.27,4768.3701171875,1.0,-0.0516,0.06,0.065
2023-12-22,57,6.7,291.7,4774.75,,,,
2023-12-29,96,6.7,296.51,4742.830078125,1.0,-0.7783,0.0,0.159
2024-01-05,63,6.7,288.99,4756.5,,,,
2024-01-12,53,6.4,293.47,4765.97998046875,,,,
2024-01-19,49,6.4,300.53,4864.60009765625,,,,
2024-01-26,53,6.4,292.26,4924.97021484375,,,,
2024-02-02,51,6.4,297.05,4954.22998046875,,,,
2024-02-09,55,6.4,289.47,4953.169921875,1.0,-0.5994,0.0,0.12
2024-02-16,53,6.4,292.02,4975.509765625,,,,
2024-02-23,52,6.4,297.75,5078.18017578125,,,,
2024-03-01,57,6.4,290.73,5078.64990234375,,,,
2024-03-08,55,6.4,292.55,5175.27001953125,,,,
2024-03-15,58,6.4,279.14,5178.509765625,,,,
2024-03-22,56,6.4,282.63,5203.580078125,1.0,-0.0516,0.0609390609390609,0.0659340659340659
2024-04-05,60,6.4,266.69,5209.91015625,,,,
2024-04-12,53,6.2,267.39,5051.41015625,,,,
2024-04-19,53,6.2,271.99,5070.5498046875,,,,
2024-04-26,56,6.2,273.09,5035.68994140625,,,,
2024-05-03,51,6.2,270.32,5187.7001953125,,,,
2024-05-10,55,6.2,275.0,5246.68017578125,,,,
2024-05-17,58,6.2,272.38,5321.41015625,1.0,-0.7351,0.0,0.205
2024-05-24,61,6.2,258.11,5306.0400390625,,,,
2024-05-31,65,6.2,258.89,5291.33984375,1.0,-0.5927,0.0,0.094
2024-06-07,59,6.2,256.21,5375.31982421875,,,,
2024-06-14,62,6.2,253.58,5487.02978515625,,,,
2024-06-21,59,6.2,259.39,5469.2998046875,,,,
2024-06-28,64,6.2,254.84,5509.009765625,1.0,-0.1027,0.081,0.142
2024-07-05,67,6.2,251.09,5576.97998046875,,,,
2024-07-12,65,6.5,253.9,5667.2001953125,,,,
2024-07-19,60,6.5,257.28,5555.740234375,1.0,0.0,0.0,0.0
2024-07-26,62,6.5,252.0,5436.43994140625,,,,
2024-08-02,60,6.5,276.69,5240.02978515625,,,,
2024-08-09,59,6.5,267.91,5434.43017578125,,,,
2024-08-16,76,6.5,278.49,5597.1201171875,,,,
2024-08-23,74,6.5,289.52,5625.7998046875,1.0,0.4939,0.225,0.0
2024-08-30,58,6.5,288.66,5528.93017578125,1.0,0.8316,0.195,0.031
2024-09-06,59,6.5,289.51,5495.52001953125,,,,
2024-09-13,58,6.5,296.53,5634.580078125,,,,
2024-09-20,70,6.5,296.83,5732.93017578125,,,,
2024-09-27,62,6.5,303.69,5708.75,,,,
2024-10-04,62,6.5,303.76,5751.1298828125,1.0,0.2263,0.049,0.0
2024-10-11,69,6.9,305.04,5815.259765625,1.0,0.4215,0.094,0.0
2024-10-18,63,6.9,316.56,5851.2001953125,,,,
2024-10-25,100,6.9,292.61,5832.919921875,12.0,-0.1770916666666666,0.034324752145297,0.0864783804048987
2024-11-01,62,6.9,295.21,5782.759765625,3.0,-0.1072666666666666,0.058,0.074
2024-11-08,53,6.9,298.97,5983.990234375,1.0,0.0,0.0,0.0
2024-11-15,56,6.9,292.63,5916.97998046875,,,,
2024-11-22,58,6.9,290.28,6021.6298828125,1.0,-0.7096,0.0,0.16
2024-11-29,65,6.9,296.01,6049.8798828125,,,,
2024-12-06,54,6.9,298.98,6034.91015625,1.0,-0.5423,0.0,0.101
2024-12-13,66,6.9,296.6,6050.60986328125,2.0,-0.91135,0.0,0.3555
2024-12-20,53,6.9,292.68,6040.0400390625,1.0,0.2732,0.058,0.0
2024-12-27,89,6.9,293.62,5881.6298828125,,,,
2025-01-03,63,6.9,294.78,5909.02978515625,,,,
2025-01-10,51,6.4,282.31,5842.91015625,,,,
2025-01-17,47,6.4,280.95,6049.240234375,,,,
2025-01-24,54,6.4,285.46,6067.7001953125,1.0,0.0772,0.067,0.0
2025-01-31,50,6.4,288.7,6037.8798828125,1.0,0.0,0.0,0.0
2025-02-07,49,6.4,294.3,6068.5,,,,
2025-02-14,50,6.4,308.55,6129.580078125,,,,
2025-02-21,51,6.4,304.81,5955.25,,,,
2025-02-28,51,6.4,308.33,5778.14990234375,1.0,0.0772,0.128,0.121
2025-03-07,52,6.4,321.29,5572.06982421875,1.0,0.0,0.0,0.0
2025-03-14,50,6.4,299.83,5614.66015625,,,,
2025-03-21,54,6.4,305.44,5776.64990234375,1.0,0.3323,0.176,0.144
2025-03-28,55,6.4,307.09,5633.06982421875,,,,
2025-04-04,69,6.4,300.11,4982.77001953125,,,,
2025-04-11,63,6.0,309.9,5396.6298828125,,,,
2025-04-25,57,6.0,316.74,5560.830078125,,,,
2025-05-02,56,6.0,311.96,5606.91015625,1.0,-0.5267,0.0,0.167
2025-05-09,53,6.0,313.68,5886.5498046875,,,,
2025-05-16,54,6.0,318.61,5940.4599609375,1.0,0.0,0.0,0.0
2025-05-23,52,6.0,314.57,5921.5400390625,,,,
2025-05-30,57,6.0,313.85,5970.3701171875,,,,
2025-06-06,55,6.0,307.36,6038.81005859375,,,,
2025-06-13,57,6.0,301.91,5982.72021484375,,,,
2025-06-20,53,6.0,287.46,6092.18017578125,,,,
2025-06-27,62,6.0,291.55,6198.009765625,,,,
2025-07-11,79,6.8,299.91,6243.759765625,,,,
2025-07-18,65,6.8,297.07,6309.6201171875,,,,
2025-07-25,68,6.8,298.47,6370.85986328125,,,,
2025-08-01,66,6.8,302.89,6299.18994140625,,,,
2025-08-08,61,6.8,305.45,6445.759765625,2.0,-0.1088,0.04,0.056
2025-08-15,67,6.8,308.93,6411.3701171875,,,,
2025-08-22,60,6.8,314.07,6465.93994140625,,,,
2025-08-29,56,6.8,313.54,6415.5400390625,1.0,0.7964,0.246,0.096
2025-09-05,62,6.8,314.38,6512.60986328125,,,,
2025-09-12,55,6.8,305.4,6606.759765625,,,,
2025-09-19,56,6.8,302.38,6656.919921875,,,,
2025-09-26,52,6.8,305.24,6688.4599609375,,,,
2025-10-03,56,6.8,300.98,6714.58984375,,,,
2025-10-10,69,7.0,297.01,6644.31005859375,1.0,-0.1027,0.1591591591591591,0.1701701701701701
2025-10-17,66,7.0,308.09,6735.35009765625,,,,
2025-10-24,67,7.0,305.79,6890.89013671875,,,,
2025-10-31,61,7.0,298.43,6771.5498046875,,,,
2025-11-07,57,7.0,299.66,6846.60986328125,,,,
2025-11-14,53,7.0,307.03,6617.31982421875,,,,
2025-11-21,54,7.0,309.35,6602.990234375,1.0,-0.3182,0.0,0.078
2020-11-27,83,2.0,116.5,3662.449951171875,,,,
2020-12-04,65,2.0,117.35,3702.25,,,,
2020-12-11,69,2.0,115.17,3694.6201171875,,,,
2020-12-18,66,2.0,115.88,3687.260009765625,,,,
2021-01-08,58,2.0,116.12,3801.18994140625,,,,
2021-01-15,59,2.0,114.09,3798.909912109375,,,,
2021-01-22,59,2.0,114.24,3849.6201171875,,,,
2021-01-29,64,2.0,116.41,3826.31005859375,,,,
2021-02-05,59,2.0,114.46,3911.22998046875,,,,
2021-02-12,63,2.1,115.1,3932.590087890625,,,,
2021-02-19,63,2.1,113.76,3881.3701171875,,,,
2021-02-26,65,2.1,112.0,3870.2900390625,,,,
2021-03-05,68,2.1,118.34,3875.43994140625,,,,
2021-03-12,63,2.1,121.44,3962.7099609375,,,,
2021-03-19,60,2.1,126.39,3910.52001953125,,,,
2021-03-26,67,2.1,128.5,3958.550048828125,,,,
2021-04-09,77,2.1,128.21,4141.58984375,,,,
2021-04-16,70,2.1,131.72,4134.93994140625,,,,
2021-04-23,63,2.1,129.77,4186.72021484375,,,,
2021-04-30,70,2.1,130.99,4164.66015625,,,,
2021-05-07,75,1.9,136.6,4152.10009765625,,,,
2021-05-14,71,1.9,135.33,4127.830078125,,,,
2021-05-21,68,1.9,135.51,4188.1298828125,,,,
2021-05-28,72,1.9,133.29,4202.0400390625,,,,
2021-06-04,79,1.9,139.82,4227.259765625,,,,
2021-06-11,70,1.9,136.24,4246.58984375,,,,
2021-06-18,72,1.9,130.3,4246.43994140625,,,,
2021-06-25,76,1.9,129.42,4291.7998046875,,,,
2021-07-02,75,1.9,129.69,4343.5400390625,,,,
2021-07-09,76,1.9,130.85,4369.2099609375,,,,
2021-07-16,74,1.9,133.1,4323.06005859375,,,,
2021-07-23,72,1.9,130.5,4401.4599609375,,,,
2021-07-30,78,1.9,131.11,4423.14990234375,,,,
2021-08-06,69,1.9,127.9,4436.75,,,,
2021-08-13,71,1.9,132.68,4448.080078125,,,,
2021-08-20,77,1.9,131.28,4486.22998046875,,,,
2021-08-27,77,1.9,123.57,4522.68017578125,,,,
2021-09-03,70,1.9,120.61,4520.02978515625,,,,
2021-09-10,72,1.9,121.06,4443.0498046875,,,,
2021-09-17,66,1.9,123.0,4354.18994140625,,,,
2021-09-24,63,1.9,119.11,4352.6298828125,,,,
2021-10-01,71,1.9,119.69,4345.72021484375,,,,
2021-10-08,61,1.9,121.63,4350.64990234375,,,,
2021-10-15,66,1.9,122.08,4519.6298828125,,,,
2021-10-22,62,1.9,122.97,4574.7900390625,,,,
2021-10-29,63,1.9,122.86,4630.64990234375,,,,
2021-11-05,65,1.9,125.78,4685.25,,,,
2021-11-12,67,2.0,127.1,4700.89990234375,,,,
2021-11-19,62,2.0,124.31,4690.7001953125,,,,
2021-11-26,84,2.0,130.95,4567.0,,,,
2021-12-03,56,2.0,128.76,4686.75,,,,
2021-12-10,58,2.0,132.88,4634.08984375,,,,
2021-12-17,60,2.0,136.41,4649.22998046875,,,,
2021-12-31,68,2.0,135.82,4793.5400390625,,,,
2022-01-07,54,2.0,143.35,4713.06982421875,,,,
2022-01-14,52,2.0,145.15,4577.10986328125,,,,
2022-01-21,51,2.0,143.22,4356.4501953125,,,,
2022-01-28,54,2.0,140.52,4546.5400390625,,,,
2022-02-04,54,2.0,136.87,4521.5400390625,,,,
2022-02-11,60,2.0,136.68,4471.06982421875,,,,
2022-02-18,56,2.0,138.99,4304.759765625,,,,
2022-02-25,55,2.0,137.27,4306.259765625,,,,
2022-03-04,55,2.0,133.78,4170.7001953125,,,,
2022-03-11,55,2.0,128.84,4262.4501953125,1.0,-0.7845,0.032032032032032,0.2022022022022022
2022-03-18,57,2.0,128.07,4511.60986328125,,,,
2022-03-25,52,2.0,133.69,4631.60009765625,,,,
2022-04-01,52,2.0,137.51,4525.1201171875,,,,
2022-04-08,53,2.0,138.8,4397.4501953125,,,,
2022-04-22,58,2.0,142.24,4175.2001953125,,,,
2022-04-29,59,2.0,136.93,4175.47998046875,,,,
2022-05-06,56,2.0,140.84,4001.050048828125,,,,
2022-05-13,58,2.0,144.23,4088.85009765625,,,,
2022-05-20,60,2.0,125.31,3941.47998046875,,,,
2022-05-27,60,2.0,125.55,4132.14990234375,,,,
2022-06-03,71,2.0,122.77,4160.68017578125,,,,
2022-06-10,62,2.0,128.41,3735.47998046875,,,,
2022-06-17,60,2.0,122.22,3764.7900390625,,,,
2022-06-24,63,2.0,128.88,3821.550048828125,,,,
2022-07-01,61,2.0,131.19,3831.389892578125,,,,
2022-07-08,65,2.0,131.95,3818.800048828125,,,,
2022-07-15,64,2.0,131.79,3936.68994140625,,,,
2022-07-22,64,2.0,130.19,3921.050048828125,,,,
2022-07-29,64,2.0,132.32,4091.18994140625,,,,
2022-08-05,63,2.0,133.08,4122.47021484375,,,,
2022-08-12,64,1.9,133.79,4305.2001953125,,,,
2022-08-19,71,1.9,139.77,4128.72998046875,,,,
2022-08-26,65,1.9,141.59,3986.159912109375,,,,
2022-09-02,62,1.9,140.0,3908.18994140625,,,,
2022-09-09,64,1.9,139.44,3932.68994140625,,,,
2022-09-16,59,1.9,138.88,3855.929931640625,,,,
2022-09-23,53,1.9,140.65,3647.2900390625,,,,
2022-09-30,61,1.9,137.41,3790.929931640625,,,,
2022-10-07,56,1.9,137.59,3588.840087890625,,,,
2022-10-14,55,1.9,141.03,3719.97998046875,,,,
2022-10-21,57,1.9,142.81,3859.110107421875,,,,
2022-10-28,54,1.9,150.73,3856.10009765625,,,,
2022-11-04,55,1.9,149.38,3828.110107421875,,,,
2022-11-11,59,2.2,142.61,3991.72998046875,,,,
2022-11-18,57,2.2,146.14,4003.580078125,,,,
2022-11-25,73,2.2,151.26,3957.6298828125,,,,
2022-12-02,50,2.2,154.45,3941.260009765625,,,,
2022-12-09,52,2.2,154.68,4019.64990234375,,,,
2022-12-16,53,2.2,155.33,3821.6201171875,,,,
2022-12-23,65,2.2,159.44,3829.25,,,,
2022-12-30,74,2.2,158.46,3824.139892578125,,,,
2023-01-06,54,2.2,162.59,3919.25,,,,
2023-01-13,51,2.2,154.43,3990.969970703125,,,,
2023-01-20,51,2.2,148.93,4016.949951171875,,,,
2023-01-27,48,2.2,150.02,4076.60009765625,,,,
2023-02-03,52,2.2,149.97,4164.0,,,,
2023-02-10,55,2.2,148.93,4136.1298828125,,,,
2023-02-17,67,2.2,149.94,3997.340087890625,,,,
2023-02-24,51,2.2,148.6,3970.14990234375,,,,
2023-03-03,50,2.2,150.8,3986.3701171875,1.0,0.7322,0.22,0.093
2023-03-10,51,2.2,147.88,3919.2900390625,,,,
2023-03-17,53,2.2,151.88,4002.8701171875,,,,
2023-03-24,51,2.2,154.69,3971.27001953125,,,,
2023-03-31,53,2.2,157.37,4100.60009765625,,,,
2023-04-14,55,2.2,152.38,4154.8701171875,,,,
2023-04-21,53,2.2,151.24,4071.6298828125,,,,
2023-04-28,57,2.2,154.41,4119.580078125,,,,
2023-05-05,55,2.2,158.2,4119.169921875,,,,
2023-05-12,59,2.2,158.15,4109.89990234375,,,,
2023-05-19,57,2.2,151.89,4145.580078125,,,,
2023-05-26,59,2.2,146.56,4205.52001953125,,,,
2023-06-02,70,2.2,148.98,4283.85009765625,,,,
2023-06-09,57,2.2,153.57,4369.009765625,,,,
2023-06-16,64,2.2,153.1,4388.7099609375,,,,
2023-06-23,57,2.2,150.32,4378.41015625,,,,
2023-06-30,59,2.2,147.67,4455.58984375,,,,
2023-07-07,63,2.2,147.71,4439.259765625,,,,
2023-07-14,55,2.2,148.05,4554.97998046875,,,,
2023-07-21,55,2.2,152.11,4567.4599609375,,,,
2023-07-28,57,2.2,150.99,4576.72998046875,,,,
2023-08-04,56,2.2,149.15,4499.3798828125,,,,
2023-08-11,64,1.8,147.96,4437.85986328125,,,,
2023-08-18,65,1.8,142.05,4387.5498046875,,,,
2023-08-25,59,1.8,142.1,4497.6298828125,,,,
2023-09-01,58,1.8,142.49,4496.830078125,,,,
2023-09-08,57,1.8,141.58,4461.89990234375,,,,
2023-09-15,60,1.8,126.83,4443.9501953125,,,,
2023-09-22,59,1.8,126.59,4273.52978515625,,,,
2023-09-29,61,1.8,122.91,4229.4501953125,,,,
2023-10-06,57,1.8,115.0,4358.240234375,,,,
2023-10-13,56,1.8,113.31,4373.2001953125,,,,
2023-10-20,57,1.8,112.73,4247.68017578125,,,,
2023-10-27,54,1.8,112.75,4193.7998046875,,,,
2023-11-03,59,1.8,113.47,4378.3798828125,,,,
2023-11-10,61,1.9,108.74,4495.7001953125,,,,
2023-11-17,56,1.9,111.69,4538.18994140625,,,,
2023-11-24,72,1.9,113.27,4554.89013671875,,,,
2023-12-01,50,1.9,111.42,4567.18017578125,,,,
2023-12-08,52,1.9,119.33,4643.7001953125,,,,
2023-12-15,52,1.9,123.59,4768.3701171875,,,,
2023-12-22,61,1.9,124.76,4774.75,,,,
2023-12-29,81,1.9,126.38,4742.830078125,,,,
2024-01-05,58,1.9,128.1,4756.5,,,,
2024-01-12,47,1.9,129.5,4765.97998046875,,,,
2024-01-19,48,1.9,129.2,4864.60009765625,,,,
2024-01-26,45,1.9,131.69,4924.97021484375,1.0,-0.501,0.0,0.246
2024-02-02,49,1.9,132.7,4954.22998046875,,,,
2024-02-09,50,2.2,127.9,4953.169921875,,,,
2024-02-16,90,2.2,124.09,4975.509765625,,,,
2024-02-23,56,2.2,125.92,5078.18017578125,,,,
2024-03-01,53,2.2,122.54,5078.64990234375,,,,
2024-03-08,48,2.2,119.56,5175.27001953125,,,,
2024-03-15,49,2.2,122.07,5178.509765625,,,,
2024-03-22,51,2.2,124.47,5203.580078125,,,,
2024-04-05,55,2.2,117.22,5209.91015625,,,,
2024-04-12,49,2.2,109.61,5051.41015625,,,,
2024-04-19,46,2.2,114.76,5070.5498046875,,,,
2024-04-26,51,2.2,113.6,5035.68994140625,,,,
2024-05-03,49,2.2,113.11,5187.7001953125,,,,
2024-05-10,57,2.2,115.34,5246.68017578125,,,,
2024-05-17,51,2.2,115.21,5321.41015625,,,,
2024-05-24,55,2.2,109.77,5306.0400390625,,,,
2024-05-31,57,2.2,111.64,5291.33984375,,,,
2024-06-07,61,2.2,114.98,5375.31982421875,,,,
2024-06-14,52,2.2,111.58,5487.02978515625,,,,
2024-06-21,53,2.2,108.7,5469.2998046875,,,,
2024-06-28,55,2.2,109.04,5509.009765625,,,,
2024-07-05,61,2.2,109.89,5576.97998046875,,,,
2024-07-12,53,2.2,113.16,5667.2001953125,,,,
2024-07-19,51,2.2,117.99,5555.740234375,,,,
2024-07-26,52,2.2,118.19,5436.43994140625,,,,
2024-08-02,56,2.2,122.4,5240.02978515625,,,,
2024-08-09,60,2.1,118.46,5434.43017578125,,,,
2024-08-16,64,2.1,118.81,5597.1201171875,,,,
2024-08-23,61,2.1,122.04,5625.7998046875,,,,
2024-08-30,60,2.1,114.68,5528.93017578125,,,,
2024-09-06,59,2.1,120.27,5495.52001953125,,,,
2024-09-13,54,2.1,120.74,5634.580078125,,,,
2024-09-20,51,2.1,118.74,5732.93017578125,,,,
2024-09-27,52,2.1,121.15,5708.75,,,,
2024-10-04,56,2.1,117.39,5751.1298828125,,,,
2024-10-11,55,2.1,116.82,5815.259765625,,,,
2024-10-18,75,2.1,121.73,5851.2001953125,,,,
2024-10-25,64,2.1,116.07,5832.919921875,,,,
2024-11-01,62,2.1,112.92,5782.759765625,,,,
2024-11-08,60,2.3,115.45,5983.990234375,,,,
2024-11-15,54,2.3,106.92,5916.97998046875,,,,
2024-11-22,51,2.3,113.3,6021.6298828125,,,,
2024-11-29,66,2.3,117.79,6049.8798828125,,,,
2024-12-06,47,2.3,116.46,6034.91015625,,,,
2024-12-13,46,2.3,113.53,6050.60986328125,1.0,-0.836,0.024,0.217
2024-12-20,53,2.3,109.89,6040.0400390625,,,,
2024-12-27,78,2.3,110.62,5881.6298828125,,,,
2025-01-03,61,2.3,111.53,5909.02978515625,,,,
2025-01-10,50,2.3,100.9,5842.91015625,,,,
2025-01-17,47,2.3,102.14,6049.240234375,,,,
2025-01-24,45,2.3,103.71,6067.7001953125,,,,
2025-01-31,48,2.3,106.89,6037.8798828125,,,,
2025-02-07,51,2.2,103.28,6068.5,,,,
2025-02-14,61,2.2,102.03,6129.580078125,1.0,0.1779,0.094,0.07
2025-02-21,50,2.2,110.01,5955.25,,,,
2025-02-28,49,2.2,110.53,5778.14990234375,,,,
2025-03-07,48,2.2,117.38,5572.06982421875,,,,
2025-03-14,49,2.2,111.56,5614.66015625,,,,
2025-03-21,49,2.2,109.7,5776.64990234375,,,,
2025-03-28,49,2.2,116.32,5633.06982421875,,,,
2025-04-04,59,2.2,115.16,4982.77001953125,,,,
2025-04-11,50,2.2,115.94,5396.6298828125,,,,
2025-04-25,55,2.2,115.23,5560.830078125,,,,
2025-05-02,53,2.2,114.76,5606.91015625,,,,
2025-05-09,57,2.1,111.54,5886.5498046875,,,,
2025-05-16,53,2.1,113.49,5940.4599609375,,,,
2025-05-23,52,2.1,112.64,5921.5400390625,,,,
2025-05-30,56,2.1,112.61,5970.3701171875,,,,
2025-06-06,65,2.1,110.88,6038.81005859375,,,,
2025-06-13,53,2.1,95.72,5982.72021484375,,,,
2025-06-20,54,2.1,96.93,6092.18017578125,,,,
2025-06-27,59,2.1,95.63,6198.009765625,,,,
2025-07-11,56,2.1,104.76,6243.759765625,,,,
2025-07-18,55,2.1,106.16,6309.6201171875,,,,
2025-07-25,62,2.1,109.02,6370.85986328125,,,,
2025-08-01,62,2.1,108.25,6299.18994140625,,,,
2025-08-08,62,2.1,110.72,6445.759765625,,,,
2025-08-15,58,2.1,110.76,6411.3701171875,,,,
2025-08-22,67,2.1,113.2,6465.93994140625,,,,
2025-08-29,63,2.1,110.51,6415.5400390625,,,,
2025-09-05,58,2.1,112.51,6512.60986328125,,,,
2025-09-12,58,2.1,107.8,6606.759765625,,,,
2025-09-19,52,2.1,108.78,6656.919921875,,,,
2025-09-26,51,2.1,109.21,6688.4599609375,,,,
2025-10-03,62,2.1,108.3,6714.58984375,,,,
2025-10-10,55,2.1,104.75,6644.31005859375,,,,
2025-10-17,64,2.1,105.3,6735.35009765625,,,,
2025-10-24,64,2.1,102.14,6890.89013671875,,,,
2025-10-31,58,2.1,103.55,6771.5498046875,,,,
2025-11-07,74,2.3,107.06,6846.60986328125,,,,
2025-11-14,66,2.3,109.14,6617.31982421875,,,,
2025-11-21,62,2.3,105.54,6602.990234375,,,,
